,STATE,POSTCODE,FIPS,STEMERG(start),CLSCHOOL(start),CLDAYCR(start),OPNCLDCR(end),CLNURSHM(start),STAYHOME(start),STAYHOMENOGP(start),END_STHM(end),CLBSNS(start),END_BSNS(end),RELIGEX(attribute),FM_ALL(start),FMFINE(attribute),FMCITE(attribute),FMNOENF(attribute),FM_EMP(start),FM_END(end),FM_STP(start),ALCOPEN(attribute),ALCREST(start),ALCDELIV(start),GUNOPEN(attribute),CLREST(start),ENDREST(end),RSTOUTDR(attribute),CLGYM(start),ENDGYM(end),CLMOVIE(start),END_MOV(end),CLOSEBAR(start),END_BRS(end),END_HAIR(end),END_RELG(end),ENDRETL(end),BCLBAR2(start),CLBAR2(start),CLMV2(start),CLGYM2(start),CLRST2(start),QRSOMEST(start),QR_ALLST(start),QR_END(end),EVICINTN(start),EVICINRESUME(end),EVICENF(start),EVICSTPTWO(start),EVICCOURTCL(start),EVICCOURTRE(end),EVICEND(end),RNTGP(start),UTILSO(start),UTILGAS_SO2(start),UTILGAS_END(end),UTILGAS_SO2.1(start),UTILELEC_SO(start),UTILELEC_END(end),UTILELEC_SO2(start),UTILWAT_SO(start),UTILWAT_END(end),UTILWAT_SO2(start),UTILTEL_SO(start),UTILTEL_END(end),UTILTEL_SO2(start),MORGFR(start),SNAPALLO(start),SNAPEBT(start),SNAPSUSP(start),SNAPTLW(attribute),MED1135W(start),ACAENROL(start),PREVTLHL(attribute),TLHLAUD(start),TLHLMED(start),CHIPLKOT(attribute),LKOTSUS(attribute),TESTMAR(attribute),TESTAPR(attribute),TESTMAY(attribute),TESTJUN(attribute),TESTAUG(attribute),CASEMAR(attribute),CASEAPR(attribute),CASEMAY(attribute),CASEJUN(attribute),CASEAUG(attribute),HOSPMAR(attribute),HOSPAPR(attribute),HOSPMAY(attribute),HOSPJUN(attribute),HOSPAUG(attribute),DEATHMAR(attribute),DEATHAPR(attribute),DEATHMAY(attribute),DEATHJUN(attribute),DEATHAUG(attribute),TST_AIANJUL(attribute),TST_AIANAUG(attribute),TST2_AIANJUL(attribute),TST2_AIANAUG(attribute),HOSPAIANJUL(attribute),HOSPAIANAUG(attribute),DTH_AIANJUL(attribute),DTH_AIANAUG(attribute),AIANRESN(attribute),VISITPER(start),VISITATT(start),VISITRES(end),NOCOPAY(attribute),NOPAYCOV(attribute),NOPAYALL(attribute),YESCOPAY(attribute),ELECPRCR(start),ENDELECP(attribute),WTPRD(attribute),WV_WTPRD(start),WV_WKSR(attribute),REI_WKSR(attribute),UIQUAR(attribute),UIHIRISK(attribute),UICLDCR(attribute),UIEXTND(attribute),UIMAXAMT(quantity),UIMAXEXT(quantity),UIMAXDUR(quantity),UIMAXCAR(quantity),LMABRN(note),TLHlBUPR(start),EXTOPFL(start),HMDLVOP(start),TLHLCL24(start),EXCEMORP(start),WVDEAREQ(start),PDSKLV(attribute),MEDEXP(attribute),POPDEN18(quantity),POP18(quantity),SQML(quantity),HMLS19(quantity),UNEMP18(quantity),POV18(quantity),RISKCOV(quantity),DEATH18(quantity),MH19(quantity),VBMEXC(attribute),VBMSIG(attribute),VBMPERM(attribute),VBMAUTOBAL(attribute),VBMAUTOAP(attribute),VBMGENELEC(date)
20,Kansas,KS,20,2020-03-12 00:00:00,2020-03-18 00:00:00,0,0,0,2020-03-30 00:00:00,0,2020-05-04 00:00:00,2020-03-30 00:00:00,2020-05-04 00:00:00,1,2020-07-03 00:00:00,0,0,1,2020-07-03 00:00:00,0,0,1,2020-03-18 00:00:00,0,1,2020-03-30 00:00:00,2020-05-04 00:00:00,0,2020-03-30 00:00:00,2020-05-18 00:00:00,2020-03-30 00:00:00,2020-05-22 00:00:00,2020-03-30 00:00:00,2020-06-08 00:00:00,2020-05-18 00:00:00,2020-05-04 00:00:00,2020-05-04 00:00:00,0,0,0,0,0,2020-03-23 00:00:00,0,0,2020-03-17 00:00:00,2020-05-31 00:00:00,0,2020-08-19 00:00:00,2020-03-18 00:00:00,2020-05-31 00:00:00,2020-05-31 00:00:00,0,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-05-31 00:00:00,0,2020-03-16 00:00:00,2020-05-31 00:00:00,0,2020-03-16 00:00:00,2020-05-31 00:00:00,0,2020-03-16 00:00:00,2020-05-31 00:00:00,0,0,2020-04-01 00:00:00,2020-04-25 00:00:00,0,0,2020-03-24 00:00:00,0,0,2020-06-22 00:00:00,2020-04-01 00:00:00,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2020-03-13 00:00:00,0,0,0,1,0,0,0,0,0,2020-03-31 00:00:00,1,1,0,0,0,1,488,1088,16,29,0,0,0,0,0,0,0,0,0,35.39,2911505,82278,2381,3.8,12,38,27537,196.7,0,0,0,0,0,2020-10-27 00:00:00
21,Kentucky,KY,21,2020-03-06 00:00:00,2020-03-16 00:00:00,2020-03-23 00:00:00,2020-06-08 00:00:00,0,0,2020-03-26 00:00:00,0,2020-03-26 00:00:00,2020-05-11 00:00:00,0,2020-05-11 00:00:00,0,0,1,2020-05-11 00:00:00,0,0,1,2020-03-16 00:00:00,2020-03-19 00:00:00,1,2020-03-16 00:00:00,2020-05-22 00:00:00,0,2020-03-18 00:00:00,2020-06-01 00:00:00,2020-03-18 00:00:00,2020-06-01 00:00:00,2020-03-16 00:00:00,2020-06-29 00:00:00,2020-05-25 00:00:00,2020-05-09 00:00:00,2020-05-20 00:00:00,2020-07-28 00:00:00,2020-07-28 00:00:00,0,0,0,0,2020-04-02 00:00:00,2020-05-22 00:00:00,2020-04-01 00:00:00,2020-08-01 00:00:00,2020-03-25 00:00:00,0,2020-03-16 00:00:00,2020-08-01 00:00:00,2020-08-25 00:00:00,0,2020-03-16 00:00:00,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,0,2020-03-28 00:00:00,2020-05-20 00:00:00,0,1,2020-03-25 00:00:00,0,0,2020-03-18 00:00:00,2020-03-18 00:00:00,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2020-03-11 00:00:00,0,0,0,1,0,0,2020-03-18 00:00:00,2020-05-06 00:00:00,0,2020-03-16 00:00:00,1,1,1,0,0,0,552,1152,26,39,1,0,0,0,0,0,0,0,1,110.58,4468402,40408,4079,5.2,16.9,43.6,48707,227.5,0,0,0,0,0,2020-10-27 00:00:00
22,Louisiana,LA,22,2020-03-11 00:00:00,2020-03-16 00:00:00,0,0,2020-03-12 00:00:00,2020-03-23 00:00:00,0,2020-05-15 00:00:00,2020-03-23 00:00:00,2020-05-01 00:00:00,0,0,1,1,0,2020-05-01 00:00:00,0,0,1,2020-03-16 00:00:00,2020-03-16 00:00:00,1,2020-03-17 00:00:00,2020-05-01 00:00:00,1,2020-03-17 00:00:00,2020-05-15 00:00:00,2020-03-17 00:00:00,2020-05-15 00:00:00,2020-03-17 00:00:00,2020-06-05 00:00:00,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-07-13 00:00:00,2020-07-13 00:00:00,0,0,0,0,0,0,2020-03-17 00:00:00,2020-06-15 00:00:00,0,0,2020-03-17 00:00:00,2020-06-15 00:00:00,2020-06-15 00:00:00,0,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-07-16 00:00:00,0,2020-03-13 00:00:00,2020-07-16 00:00:00,0,2020-03-13 00:00:00,2020-07-16 00:00:00,0,2020-03-13 00:00:00,2020-07-16 00:00:00,0,0,2020-03-27 00:00:00,2020-05-20 00:00:00,2020-04-13 00:00:00,1,2020-03-23 00:00:00,0,0,2020-03-23 00:00:00,2020-03-13 00:00:00,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,2020-03-12 00:00:00,2020-03-12 00:00:00,0,0,0,1,0,2020-03-18 00:00:00,2020-04-27 00:00:00,0,2020-03-13 00:00:00,1,1,1,0,1,0,247,847,26,39,1,0,0,0,0,0,0,0,1,88.97,4659978,52378,2941,6.4,18.6,42.1,46048,264.6,1,1,0,0,0,2020-10-30 00:00:00
23,Maine,ME,23,2020-03-15 00:00:00,2020-04-02 00:00:00,0,0,0,2020-04-02 00:00:00,0,2020-05-31 00:00:00,2020-03-25 00:00:00,2020-05-01 00:00:00,0,2020-05-01 00:00:00,1,0,0,2020-05-01 00:00:00,0,0,1,2020-03-18 00:00:00,2020-03-18 00:00:00,1,2020-03-18 00:00:00,2020-06-01 00:00:00,1,2020-03-25 00:00:00,2020-06-17 00:00:00,2020-03-25 00:00:00,2020-07-01 00:00:00,2020-03-18 00:00:00,2020-06-17 00:00:00,2020-06-17 00:00:00,2020-05-29 00:00:00,2020-06-01 00:00:00,0,0,0,0,0,2020-06-12 00:00:00,2020-04-03 00:00:00,0,0,2020-08-03 00:00:00,2020-04-16 00:00:00,0,2020-03-18 00:00:00,2020-08-03 00:00:00,2020-08-03 00:00:00,0,2020-03-16 00:00:00,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,0,2020-03-28 00:00:00,2020-05-20 00:00:00,0,1,2020-04-07 00:00:00,0,0,2020-03-20 00:00:00,2020-03-20 00:00:00,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,2020-03-14 00:00:00,0,2020-07-13 00:00:00,0,1,0,0,0,12/30/1899,0,2020-03-15 00:00:00,1,2,1,0,0,0,445,1045,26,39,0,0,2020-03-24 00:00:00,0,0,0,0,0,1,37.83,1338404,35380,2106,3.5,11.6,42.5,14715,474.6,0,0,0,0,0,2020-10-29 00:00:00
24,Maryland,MD,24,2020-03-05 00:00:00,2020-03-16 00:00:00,2020-03-30 00:00:00,2020-06-19 00:00:00,2020-04-05 00:00:00,2020-03-30 00:00:00,0,2020-05-15 00:00:00,2020-03-23 00:00:00,2020-05-15 00:00:00,0,2020-04-18 00:00:00,1,1,0,2020-04-18 00:00:00,0,0,1,2020-03-19 00:00:00,0,1,2020-03-16 00:00:00,2020-05-29 00:00:00,1,2020-03-16 00:00:00,2020-06-19 00:00:00,2020-03-16 00:00:00,2020-09-01 00:00:00,2020-03-16 00:00:00,2020-06-12 00:00:00,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-05-15 00:00:00,0,0,0,0,0,0,0,0,2020-03-16 00:00:00,2020-07-25 00:00:00,0,0,2020-03-18 00:00:00,2020-07-25 00:00:00,0,0,2020-03-16 00:00:00,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,2020-03-16 00:00:00,0,0,0,2020-04-01 00:00:00,2020-04-28 00:00:00,2020-04-13 00:00:00,1,2020-03-26 00:00:00,2020-04-01 00:00:00,0,2020-04-01 00:00:00,2020-03-12 00:00:00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2020-03-12 00:00:00,0,0,0,0,1,0,2020-03-24 00:00:00,2020-05-07 00:00:00,1,0,1,1,1,1,1,0,430,1030,26,39,0,0,0,0,0,0,0,1,1,487.08,6042718,12406,6561,4.9,9,37.1,50568,257.4,0,0,0,0,1,2020-10-20 00:00:00
25,Massachusetts,MA,25,2020-03-10 00:00:00,2020-03-16 00:00:00,2020-03-23 00:00:00,2020-06-08 00:00:00,2020-03-16 00:00:00,2020-03-24 00:00:00,0,2020-05-18 00:00:00,2020-03-24 00:00:00,2020-05-18 00:00:00,0,2020-05-06 00:00:00,1,0,0,2020-05-06 00:00:00,0,0,1,2020-04-03 00:00:00,2020-04-03 00:00:00,0,2020-03-17 00:00:00,2020-06-08 00:00:00,1,2020-03-24 00:00:00,2020-07-13 00:00:00,2020-03-24 00:00:00,2020-07-13 00:00:00,2020-03-17 00:00:00,0,2020-05-25 00:00:00,2020-05-18 00:00:00,2020-06-08 00:00:00,0,0,0,0,0,2020-07-01 00:00:00,2020-03-27 00:00:00,0,2020-04-20 00:00:00,0,2020-04-20 00:00:00,0,2020-03-17 00:00:00,0,0,0,2020-03-13 00:00:00,2020-03-13 00:00:00,0,0,2020-03-13 00:00:00,0,0,2020-03-24 00:00:00,0,0,0,0,0,0,2020-03-25 00:00:00,2020-04-17 00:00:00,2020-04-10 00:00:00,1,2020-03-26 00:00:00,2020-03-11 00:00:00,0,2020-03-16 00:00:00,2020-03-12 00:00:00,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,2020-03-12 00:00:00,0,2020-07-08 00:00:00,0,0,1,0,2020-03-18 00:00:00,2020-05-18 00:00:00,0,2020-03-18 00:00:00,1,1,1,0,0,0,823,1423,26,39,0,0,0,0,0,2020-04-06 00:00:00,0,1,1,653.98,6902149,10554,18471,4.8,10,34.6,59152,626.6,0,0,0,0,1,2020-10-28 00:00:00
26,Michigan,MI,26,2020-03-10 00:00:00,2020-03-16 00:00:00,2020-03-24 00:00:00,2020-06-08 00:00:00,2020-03-14 00:00:00,2020-03-24 00:00:00,0,2020-06-01 00:00:00,2020-03-24 00:00:00,2020-05-26 00:00:00,1,2020-04-27 00:00:00,1,1,0,2020-04-26 00:00:00,0,0,1,0,0,0,2020-03-16 00:00:00,2020-06-08 00:00:00,0,2020-03-16 00:00:00,2020-09-09 00:00:00,2020-03-16 00:00:00,0,2020-03-16 00:00:00,2020-06-08 00:00:00,2020-06-15 00:00:00,0,2020-06-04 00:00:00,2020-07-01 00:00:00,2020-07-31 00:00:00,0,0,0,0,0,0,0,2020-07-16 00:00:00,2020-03-20 00:00:00,0,0,0,2020-07-16 00:00:00,0,2020-03-28 00:00:00,2020-07-01 00:00:00,0,0,0,0,0,2020-03-28 00:00:00,0,0,0,0,0,0,2020-03-24 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,1,2020-04-06 00:00:00,0,1,2020-01-01 00:00:00,2020-03-12 00:00:00,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,2020-03-13 00:00:00,0,0,0,1,0,0,2020-03-21 00:00:00,2020-05-29 00:00:00,1,0,1,1,1,1,1,1,362,962,26,33,0,0,0,0,0,0,0,1,1,103.36,9995915,96714,8575,5.3,14.1,41.2,98903,265.4,0,0,0,0,1,2020-10-30 00:00:00
27,Minnesota,MN,27,2020-03-13 00:00:00,2020-03-18 00:00:00,0,0,2020-03-16 00:00:00,2020-03-28 00:00:00,0,2020-05-18 00:00:00,2020-03-28 00:00:00,2020-04-27 00:00:00,0,2020-07-24 00:00:00,0,0,0,2020-06-01 00:00:00,0,0,1,2020-04-18 00:00:00,0,1,2020-03-17 00:00:00,2020-06-01 00:00:00,1,2020-03-17 00:00:00,2020-06-10 00:00:00,2020-03-17 00:00:00,2020-06-10 00:00:00,2020-03-17 00:00:00,2020-06-10 00:00:00,2020-06-01 00:00:00,2020-05-18 00:00:00,2020-05-18 00:00:00,0,0,0,0,0,0,0,0,2020-03-24 00:00:00,2020-05-01 00:00:00,2020-03-24 00:00:00,0,2020-03-16 00:00:00,2020-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-13 00:00:00,2020-05-27 00:00:00,2020-04-13 00:00:00,1,2020-03-27 00:00:00,2020-03-20 00:00:00,0,2020-04-16 00:00:00,2020-03-28 00:00:00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2020-03-11 00:00:00,0,2020-07-22 00:00:00,0,0,1,0,2020-03-23 00:00:00,2020-05-10 00:00:00,0,2020-04-06 00:00:00,0,0,1,0,1,0,740,1340,26,39,0,0,0,0,0,0,0,0,1,64.54,5611179,86936,7977,3.4,9.6,33.9,44745,250.7,0,0,0,0,0,2020-11-02 00:00:00
28,Mississippi,MS,28,2020-03-14 00:00:00,2020-03-20 00:00:00,0,0,2020-03-24 00:00:00,2020-04-03 00:00:00,0,2020-04-27 00:00:00,2020-04-03 00:00:00,2020-04-27 00:00:00,0,2020-08-05 00:00:00,0,0,1,2020-05-07 00:00:00,0,0,1,2020-03-19 00:00:00,0,1,2020-03-24 00:00:00,2020-05-07 00:00:00,0,2020-03-24 00:00:00,2020-05-11 00:00:00,2020-03-24 00:00:00,2020-06-01 00:00:00,2020-03-24 00:00:00,2020-06-01 00:00:00,2020-05-11 00:00:00,0,2020-04-27 00:00:00,0,0,0,0,0,0,0,0,0,2020-06-01 00:00:00,2020-04-03 00:00:00,0,0,0,2020-06-01 00:00:00,0,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-05-26 00:00:00,0,2020-03-15 00:00:00,2020-05-26 00:00:00,0,2020-03-15 00:00:00,2020-05-26 00:00:00,0,0,0,0,0,2020-03-27 00:00:00,2020-05-20 00:00:00,2020-04-10 00:00:00,0,2020-03-23 00:00:00,0,0,2020-03-16 00:00:00,2020-04-10 00:00:00,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2020-03-12 00:00:00,0,0,0,1,0,0,2020-03-19 00:00:00,2020-04-27 00:00:00,0,2020-03-21 00:00:00,1,2,1,0,0,0,235,835,26,39,1,0,0,0,0,2020-03-30 00:00:00,0,0,0,61.66,2986530,48432,1184,7.1,19.7,42.5,32301,159,1,0,0,0,0,0
29,Missouri,MO,29,2020-03-13 00:00:00,2020-03-23 00:00:00,0,0,2020-04-06 00:00:00,2020-04-06 00:00:00,0,2020-05-04 00:00:00,2020-04-03 00:00:00,2020-05-04 00:00:00,1,0,0,0,0,0,0,0,1,2020-04-14 00:00:00,0,1,2020-03-23 00:00:00,2020-05-04 00:00:00,0,2020-04-03 00:00:00,2020-05-04 00:00:00,2020-04-03 00:00:00,0,2020-03-23 00:00:00,2020-05-04 00:00:00,2020-05-04 00:00:00,2020-05-27 00:00:00,2020-05-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-30 00:00:00,2020-05-20 00:00:00,0,0,2020-03-25 00:00:00,0,0,2020-03-26 00:00:00,2020-03-23 00:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,2020-03-12 00:00:00,0,2020-06-25 00:00:00,1,0,0,0,0,0,0,2020-03-18 00:00:00,1,2,1,0,0,0,320,920,20,26,0,0,0,0,0,0,0,0,0,87.89,6126452,69707,6179,4.2,13.2,40.5,63117,193.7,0,1,0,0,0,2020-10-21 00:00:00
30,Montana,MT,30,2020-03-12 00:00:00,2020-03-16 00:00:00,0,0,2020-03-15 00:00:00,2020-03-28 00:00:00,0,2020-04-26 00:00:00,2020-03-28 00:00:00,2020-04-27 00:00:00,0,0,0,0,0,0,0,0,1,2020-04-27 00:00:00,2020-04-27 00:00:00,1,2020-03-20 00:00:00,2020-05-04 00:00:00,0,2020-03-20 00:00:00,2020-05-15 00:00:00,2020-03-20 00:00:00,2020-05-15 00:00:00,2020-03-20 00:00:00,2020-05-04 00:00:00,2020-04-27 00:00:00,2020-04-26 00:00:00,2020-04-27 00:00:00,0,0,0,0,0,0,2020-03-30 00:00:00,2020-06-01 00:00:00,2020-03-30 00:00:00,2020-05-24 00:00:00,2020-03-30 00:00:00,0,0,0,2020-05-24 00:00:00,0,2020-03-20 00:00:00,2020-03-30 00:00:00,2020-06-01 00:00:00,0,2020-03-30 00:00:00,2020-06-01 00:00:00,0,2020-03-30 00:00:00,2020-06-01 00:00:00,0,0,0,0,0,2020-04-01 00:00:00,0,2020-04-10 00:00:00,1,2020-03-30 00:00:00,0,0,2020-03-20 00:00:00,2020-03-19 00:00:00,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2020-03-13 00:00:00,0,0,1,0,0,0,0,0,0,2020-03-17 00:00:00,1,2,1,0,0,0,552,1152,28,41,0,0,0,0,0,0,0,0,1,7.22,1062305,147040,1357,3.5,13,39,9992,295.3,0,0,0,2,0,0
31,Nebraska,NE,31,2020-03-13 00:00:00,2020-04-03 00:00:00,0,0,0,0,0,0,0,2020-06-01 00:00:00,0,0,0,0,0,2020-05-04 00:00:00,0,2020-05-29 00:00:00,1,2020-03-19 00:00:00,2020-03-19 00:00:00,1,2020-04-03 00:00:00,2020-06-01 00:00:00,0,0,0,0,0,2020-04-03 00:00:00,2020-06-22 00:00:00,2020-06-01 00:00:00,2020-05-04 00:00:00,0,0,0,0,0,0,0,0,0,2020-03-25 00:00:00,2020-06-01 00:00:00,0,0,0,0,2020-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-07 00:00:00,2020-06-18 00:00:00,0,0,2020-04-02 00:00:00,0,0,2020-03-23 00:00:00,2020-03-17 00:00:00,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,2020-03-16 00:00:00,0,0,1,0,0,0,2020-04-03 00:00:00,2020-05-04 00:00:00,0,2020-03-17 00:00:00,1,2,1,0,0,0,440,1040,26,39,1,0,0,0,0,0,0,0,1,24.94,1929268,77348,2365,3.5,11,36.6,16904,254.7,0,0,0,2,1,2020-10-23 00:00:00
32,Nevada,NV,32,2020-03-12 00:00:00,2020-03-16 00:00:00,0,0,0,2020-03-31 00:00:00,0,2020-05-09 00:00:00,2020-03-21 00:00:00,2020-05-09 00:00:00,0,2020-06-26 00:00:00,1,1,0,2020-05-09 00:00:00,0,0,0,0,0,1,2020-03-21 00:00:00,2020-05-09 00:00:00,0,2020-03-21 00:00:00,2020-05-29 00:00:00,2020-03-21 00:00:00,2020-05-29 00:00:00,2020-03-20 00:00:00,2020-05-29 00:00:00,2020-05-09 00:00:00,2020-05-29 00:00:00,2020-05-09 00:00:00,2020-07-10 00:00:00,0,0,0,0,0,0,0,2020-03-29 00:00:00,2020-08-01 00:00:00,0,0,2020-03-31 00:00:00,2020-07-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-07 00:00:00,0,2020-05-13 00:00:00,1,2020-04-07 00:00:00,2020-03-17 00:00:00,0,2020-03-17 00:00:00,2020-03-17 00:00:00,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2020-03-07 00:00:00,2020-03-16 00:00:00,0,0,0,0,1,0,0,0,2020-03-18 00:00:00,1,1,0,0,0,0,469,1069,26,39,0,0,0,0,0,0,2020-04-08 00:00:00,1,1,27.44,3034392,110572,7169,5.6,12.9,36.1,24715,211.6,0,0,0,1,0,0
33,New Hampshire,NH,33,2020-03-13 00:00:00,2020-03-16 00:00:00,0,0,2020-03-15 00:00:00,2020-03-28 00:00:00,0,2020-06-16 00:00:00,2020-03-28 00:00:00,2020-05-11 00:00:00,0,0,0,0,0,2020-05-01 00:00:00,0,0,1,2020-03-18 00:00:00,2020-03-18 00:00:00,1,2020-03-16 00:00:00,2020-05-18 00:00:00,0,2020-03-27 00:00:00,2020-06-01 00:00:00,2020-03-28 00:00:00,2020-06-29 00:00:00,2020-03-16 00:00:00,2020-06-15 00:00:00,2020-05-11 00:00:00,2020-05-29 00:00:00,2020-05-11 00:00:00,0,0,0,0,0,0,0,0,2020-03-17 00:00:00,2020-07-06 00:00:00,2020-03-17 00:00:00,0,2020-03-17 00:00:00,2020-07-06 00:00:00,2020-07-01 00:00:00,0,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-07-15 00:00:00,0,2020-03-17 00:00:00,2020-07-15 00:00:00,0,2020-03-17 00:00:00,2020-07-15 00:00:00,0,2020-03-17 00:00:00,2020-07-15 00:00:00,0,0,2020-04-01 00:00:00,2020-05-12 00:00:00,2020-04-13 00:00:00,0,2020-03-23 00:00:00,0,0,2020-03-18 00:00:00,2020-03-17 00:00:00,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-08-10 00:00:00,0,1,0,0,0,0,0,2020-03-17 00:00:00,0,0,1,1,1,0,427,1027,26,39,0,0,0,0,0,2020-04-06 00:00:00,0,0,1,145.09,1356458,9349,1396,3.6,7.6,40.5,12774,307.3,0,1,0,0,0,0
